Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
第1回 模擬テスト,一瞬,いっしゅん,isshun',bir lahzada,,一瞬の大切さを改めて実感しました。 (bir lahzadaning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,予想,よそう,yosou,"prognoz, taxmin",,予想の大切さを改めて実感しました。 (prognozning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,人生,じんせい,jinsei,hayot,,人生の大切さを改めて実感しました。 (hayotning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,以前,いぜん,izen',"ilgari, avval",,以前の大切さを改めて実感しました。 (ilgarining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,休日出勤,きゅうじつしゅっきん,kyuujitsushukkin',dam olish kunida ishlash,,休日出勤の大切さを改めて実感しました。 (dam olish kunida ishlashning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,低い,ひくい,hikui,past,,"とても低いので、気をつけてください。 (Juda past bo'lgani uchun, ehtiyot bo'ling.)"
第1回 模擬テスト,低温,ていおん,teion',past harorat,,低温の大切さを改めて実感しました。 (past haroratning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,優勝,ゆうしょう,yuushou,"chempionlik, g'oliblik",,優勝の大切さを改めて実感しました。 (chempionlikning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,光,ひかり,hikari,"yorug'lik, nur",,光の大切さを改めて実感しました。 (yorug'likning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,公式,こうしき,koushiki,rasmiy; formula,,公式の大切さを改めて実感しました。 (rasmiyning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,出す,だす,dasu,chiqarmoq,,毎日しっかりと出すように努力しています。 (Har kuni astoydil chiqarmoqga intilaman.)
第1回 模擬テスト,参考,さんこう,sankou,"ma'lumot uchun, havola",,参考の大切さを改めて実感しました。 (ma'lumot uchunning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,商品,しょうひん,shouhin',"mahsulot, tovar",,商品の大切さを改めて実感しました。 (mahsulotning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,商品券,しょうひんけん,shouhinken',sovg'a taloni,,商品券の大切さを改めて実感しました。 (sovg'a talonining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,国民,こくみん,kokumin',"xalq, fuqarolar",,国民の大切さを改めて実感しました。 (xalqning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,国際,こくさい,kokusai,xalqaro,,国際の大切さを改めて実感しました。 (xalqaroning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,地域,ちいき,chiiki,"hudud, mintaqa",,地域の大切さを改めて実感しました。 (hududning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,太陽,たいよう,taiyou,quyosh,,太陽の大切さを改めて実感しました。 (quyoshning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,太陽光発電,たいようこうはつでん,taiyoukouhatsuden',quyosh energiyasi (elektr),,太陽光発電の大切さを改めて実感しました。 (quyosh energiyasining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,屋根,やね,yane,tom,,屋根の大切さを改めて実感しました。 (tomning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,年寄り,としより,toshiyori,keksa kishi,,年寄りと親しく話をしました。 (keksa kishi bilan yaqindan suhbatlashdim.)
第1回 模擬テスト,彼女,かのじょ,kanojo,u (ayol),,彼女の大切さを改めて実感しました。 (uning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,技術力,ぎじゅつりょく,gijutsuryoku,texnik qobiliyat,,技術力の大切さを改めて実感しました。 (texnik qobiliyatning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,故障,こしょう,koshou,"nosozlik, buzilish",,故障の大切さを改めて実感しました。 (nosozlikning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,文字,もじ,moji,"harf, yozuv",,文字の大切さを改めて実感しました。 (harfning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,新商品,しんしょうひん,shinshouhin',yangi mahsulot,,新商品の大切さを改めて実感しました。 (yangi mahsulotning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,最近,さいきん,saikin',"yaqinda, so'nggi paytlarda",,最近の大切さを改めて実感しました。 (yaqindaning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,欠点,けってん,ketten',"kamchilik, nuqson",,欠点の大切さを改めて実感しました。 (kamchilikning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,歴史,れきし,rekishi,tarix,,日本の古い歴史に興味があります。 (Yaponiyaning qadimiy tarixiga qiziqaman.)
第1回 模擬テスト,死亡率,しぼうりつ,shibouritsu,o'lim darajasi,,死亡率の大切さを改めて実感しました。 (o'lim darajasining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,残る,のこる,nokoru,qolmoq,,毎日しっかりと残るように努力しています。 (Har kuni astoydil qolmoqga intilaman.)
第1回 模擬テスト,洗濯機,せんたくき,sentakuki,kir yuvish mashinasi,,洗濯機の大切さを改めて実感しました。 (kir yuvish mashinasining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,消費者,しょうひしゃ,shouhisha,iste'molchi,,消費者の大切さを改めて実感しました。 (iste'molchining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,源氏物語,げんじものがたり,genjimonogatari,Genji monogatari (asar),,源氏物語の大切さを改めて実感しました。 (Genji monogatarining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,物騒,ぶっそう,bussou,"xavfli, notinch",,物騒の大切さを改めて実感しました。 (xavflining muhimligini yana bir bor his qildim.)
第1回 模擬テスト,献立,こんだて,kondate,"menyu, taomnoma",,新鮮な献立を美味しくいただきました。 (Yangi menyuni mazza qilib tanovul qildik.)
第1回 模擬テスト,生む,うむ,umu,tug'moq; yaratmoq,,毎日しっかりと生むように努力しています。 (Har kuni astoydil tug'moqga intilaman.)
第1回 模擬テスト,私鉄,してつ,shitetsu,xususiy temir yo'l,,私鉄の大切さを改めて実感しました。 (xususiy temir yo'lning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,節約,せつやく,setsuyaku,"tejash, tejamkorlik",,節約の大切さを改めて実感しました。 (tejashning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,若い,わかい,wakai,yosh,,"とても若いので、気をつけてください。 (Juda yosh bo'lgani uchun, ehtiyot bo'ling.)"
第1回 模擬テスト,荒れる,あれる,areru,"buzilmoq, qo'pollashmoq",,毎日しっかりと荒れるように努力しています。 (Har kuni astoydil buzilmoqga intilaman.)
第1回 模擬テスト,行儀,ぎょうぎ,gyougi,"odob, xulq",,行儀の大切さを改めて実感しました。 (odobning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,衛生,えいせい,eisei,"gigiyena, sanitariya",,衛生の大切さを改めて実感しました。 (gigiyenaning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,記憶,きおく,kioku,xotira,,記憶の大切さを改めて実感しました。 (xotiraning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,誘う,さそう,sasou,"taklif qilmoq, chorlamoq",,毎日しっかりと誘うように努力しています。 (Har kuni astoydil taklif qilmoqga intilaman.)
第1回 模擬テスト,近道,ちかみち,chikamichi,yaqin yo'l,,近道の大切さを改めて実感しました。 (yaqin yo'lning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,選挙,せんきょ,senkyo,saylov,,選挙の大切さを改めて実感しました。 (saylovning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,野球,やきゅう,yakyuu,beysbol,,野球の大切さを改めて実感しました。 (beysbolning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,静か,しずか,shizuka,"jim, sokin",,静かの大切さを改めて実感しました。 (jimning muhimligini yana bir bor his qildim.)
第1回 模擬テスト,高山植物,こうざんしょくぶつ,kouzanshokubutsu,tog' o'simliklari,,高山植物の大切さを改めて実感しました。 (tog' o'simliklarining muhimligini yana bir bor his qildim.)
第2回 模擬テスト,人生,じんせい,jinsei,hayot,,人生の大切さを改めて実感しました。 (hayotning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,仲良く,なかよく,nakayoku,yaxshi munosabatda,,毎日しっかりと仲良くように努力しています。 (Har kuni astoydil yaxshi munosabatdaga intilaman.)
第2回 模擬テスト,休日出勤,きゅうじつしゅっきん,kyuujitsushukkin',dam olish kunida ishlash,,休日出勤の大切さを改めて実感しました。 (dam olish kunida ishlashning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,信じる,しんじる,shinjiru,ishonmoq,,毎日しっかりと信じるように努力しています。 (Har kuni astoydil ishonmoqga intilaman.)
第2回 模擬テスト,信条,しんじょう,shinjou,"e'tiqod, aqida",,信条の大切さを改めて実感しました。 (e'tiqodning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,俳優,はいゆう,haiyuu,aktyor,,俳優の大切さを改めて実感しました。 (aktyorning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,個性,こせい,kosei,o'ziga xoslik,,個性の大切さを改めて実感しました。 (o'ziga xoslikning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,光,ひかり,hikari,"yorug'lik, nur",,光の大切さを改めて実感しました。 (yorug'likning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,出す,だす,dasu,chiqarmoq,,毎日しっかりと出すように努力しています。 (Har kuni astoydil chiqarmoqga intilaman.)
第2回 模擬テスト,出費,しゅっぴ,shuppi,xarajat,,出費の大切さを改めて実感しました。 (xarajatning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,利用,りよう,riyou,foydalanish,,利用の大切さを改めて実感しました。 (foydalanishning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,君,きみ,kimi,sen (norasmiy),,君の大切さを改めて実感しました。 (senning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,商品,しょうひん,shouhin',"mahsulot, tovar",,商品の大切さを改めて実感しました。 (mahsulotning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,商品券,しょうひんけん,shouhinken',sovg'a taloni,,商品券の大切さを改めて実感しました。 (sovg'a talonining muhimligini yana bir bor his qildim.)
第2回 模擬テスト,増える,ふえる,fueru,ko'paymoq,,毎日しっかりと増えるように努力しています。 (Har kuni astoydil ko'paymoqga intilaman.)
第2回 模擬テスト,太陽,たいよう,taiyou,quyosh,,太陽の大切さを改めて実感しました。 (quyoshning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,太陽光発電,たいようこうはつでん,taiyoukouhatsuden',quyosh energiyasi (elektr),,太陽光発電の大切さを改めて実感しました。 (quyosh energiyasining muhimligini yana bir bor his qildim.)
第2回 模擬テスト,夫婦,ふうふ,fuufu,er-xotin,,夫婦の大切さを改めて実感しました。 (er-xotinning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,常識,じょうしき,joushiki,"umumiy tushuncha, odob",,常識の大切さを改めて実感しました。 (umumiy tushunchaning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,指導,しどう,shidou,"rahbarlik, yo'l-yo'riq",,指導と親しく話をしました。 (rahbarlik bilan yaqindan suhbatlashdim.)
第2回 模擬テスト,採用,さいよう,saiyou,ishga qabul qilish,,採用の大切さを改めて実感しました。 (ishga qabul qilishning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,改善,かいぜん,kaizen',yaxshilash (kaizen),,改善の大切さを改めて実感しました。 (yaxshilashning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,整う,ととのう,totonou,tartibga kelmoq,,毎日しっかりと整うように努力しています。 (Har kuni astoydil tartibga kelmoqga intilaman.)
第2回 模擬テスト,暴力,ぼうりょく,bouryoku,zo'ravonlik,,暴力の大切さを改めて実感しました。 (zo'ravonlikning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,有害物質,ゆうがいぶっしつ,yuugaibusshitsu,zararli modda,,有害物質の大切さを改めて実感しました。 (zararli moddaning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,沈む,しずむ,shizumu,cho'kmoq,,毎日しっかりと沈むように努力しています。 (Har kuni astoydil cho'kmoqga intilaman.)
第2回 模擬テスト,法則,ほうそく,housoku,"qonun, qoida",,法則の大切さを改めて実感しました。 (qonunning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,活動,かつどう,katsudou,faoliyat,,活動の大切さを改めて実感しました。 (faoliyatning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,活躍,かつやく,katsuyaku,"faoliyat ko'rsatish, yutuq",,活躍の大切さを改めて実感しました。 (faoliyat ko'rsatishning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,熱,ねつ,netsu,issiqlik,,熱の大切さを改めて実感しました。 (issiqlikning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,環境,かんきょう,kankyou,atrof-muhit,,環境の大切さを改めて実感しました。 (atrof-muhitning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,生む,うむ,umu,tug'moq; yaratmoq,,毎日しっかりと生むように努力しています。 (Har kuni astoydil tug'moqga intilaman.)
第2回 模擬テスト,知識,ちしき,chishiki,bilim,,知識の大切さを改めて実感しました。 (bilimning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,社会進出,しゃかいしんしゅつ,shakaishinshutsu,jamiyatda faol qatnashish,,社会進出の大切さを改めて実感しました。 (jamiyatda faol qatnashishning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,職場,しょくば,shokuba,ish joyi,,職場の場所を地図で調べました。 (ish joyining manzilini xaritadan qidirdim.)
第2回 模擬テスト,衛生,えいせい,eisei,"gigiyena, sanitariya",,衛生の大切さを改めて実感しました。 (gigiyenaning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,逆らう,さからう,sakarau,qarshi bormoq,,毎日しっかりと逆らうように努力しています。 (Har kuni astoydil qarshi bormoqga intilaman.)
第2回 模擬テスト,進む,すすむ,susumu,ilgarilamoq,,毎日しっかりと進むように努力しています。 (Har kuni astoydil ilgarilamoqga intilaman.)
第2回 模擬テスト,進路,しんろ,shinro,"yo'l, kelajak yo'nalishi",,進路の大切さを改めて実感しました。 (yo'lning muhimligini yana bir bor his qildim.)
第2回 模擬テスト,面接,めんせつ,mensetsu,"suhbat, intervyu",,明日、アルバイトの面接があります。 (Ertaga yarim kunlik ish suhbati bor.)
第4回 模擬テスト,一大事,いちだいじ,ichidaiji,"katta voqea, jiddiy ish",,一大事の大切さを改めて実感しました。 (katta voqeaning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,低い,ひくい,hikui,past,,"とても低いので、気をつけてください。 (Juda past bo'lgani uchun, ehtiyot bo'ling.)"
第4回 模擬テスト,低温,ていおん,teion',past harorat,,低温の大切さを改めて実感しました。 (past haroratning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,体験談,たいけんだん,taikendan',tajriba haqida hikoya,,体験談の大切さを改めて実感しました。 (tajriba haqida hikoyaning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,信じる,しんじる,shinjiru,ishonmoq,,毎日しっかりと信じるように努力しています。 (Har kuni astoydil ishonmoqga intilaman.)
第4回 模擬テスト,信条,しんじょう,shinjou,"e'tiqod, aqida",,信条の大切さを改めて実感しました。 (e'tiqodning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,傘,かさ,kasa,soyabon,,傘の大切さを改めて実感しました。 (soyabonning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,出す,だす,dasu,chiqarmoq,,毎日しっかりと出すように努力しています。 (Har kuni astoydil chiqarmoqga intilaman.)
第4回 模擬テスト,出費,しゅっぴ,shuppi,xarajat,,出費の大切さを改めて実感しました。 (xarajatning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,国際,こくさい,kokusai,xalqaro,,国際の大切さを改めて実感しました。 (xalqaroning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,夜中,よなか,yonaka,yarim tun,,夜中の大切さを改めて実感しました。 (yarim tunning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,大声,おおごえ,oogoe,baland ovoz,,大声の大切さを改めて実感しました。 (baland ovozning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,天然,てんねん,tennen',tabiiy,,天然の大切さを改めて実感しました。 (tabiiyning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,宇宙,うちゅう,uchuu,koinot,,宇宙の大切さを改めて実感しました。 (koinotning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,宿泊料金,しゅくはくりょうきん,shukuhakuryoukin',turar joy narxi,,宿泊料金の場所を地図で調べました。 (turar joy narxining manzilini xaritadan qidirdim.)
第4回 模擬テスト,対立,たいりつ,tairitsu,qarama-qarshilik,,対立の大切さを改めて実感しました。 (qarama-qarshilikning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,小柄,こがら,kogara,past bo'yli,,小柄の大切さを改めて実感しました。 (past bo'ylining muhimligini yana bir bor his qildim.)
第4回 模擬テスト,投票,とうひょう,touhyou,ovoz berish,,投票の大切さを改めて実感しました。 (ovoz berishning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,探す,さがす,sagasu,izlamoq,,毎日しっかりと探すように努力しています。 (Har kuni astoydil izlamoqga intilaman.)
第4回 模擬テスト,散歩中,さんぽちゅう,sanpochuu,sayr paytida,,散歩中の大切さを改めて実感しました。 (sayr paytidaning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,早期,そうき,souki,erta bosqich,,早期の大切さを改めて実感しました。 (erta bosqichning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,機嫌,きげん,kigen',"kayfiyat, fe'l",,機嫌の大切さを改めて実感しました。 (kayfiyatning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,爆発物,はくはつぶつ,hakuhatsubutsu,portlovchi modda,,爆発物の大切さを改めて実感しました。 (portlovchi moddaning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,畑,はたけ,hatake,"dala, poliz",,畑の大切さを改めて実感しました。 (dalaning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,社会進出,しゃかいしんしゅつ,shakaishinshutsu,jamiyatda faol qatnashish,,社会進出の大切さを改めて実感しました。 (jamiyatda faol qatnashishning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,禁止,きんし,kinshi,taqiqlash,,禁止の大切さを改めて実感しました。 (taqiqlashning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,給料前,きゅうりょうまえ,kyuuryoumae,maoshdan oldingi payt,,給料前の大切さを改めて実感しました。 (maoshdan oldingi paytning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,苦労,くろう,kurou,"mashaqqat, qiyinchilik",,苦労の大切さを改めて実感しました。 (mashaqqatning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,荷物,にもつ,nimotsu,"yuk, bagaj",,荷物の大切さを改めて実感しました。 (yukning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,行列,ぎょうれつ,gyouretsu,"navbat, qator",,行列の大切さを改めて実感しました。 (navbatning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,表面,ひょうめん,hyoumen',"yuza, sirt",,表面の大切さを改めて実感しました。 (yuzaning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,警察犬,けいさつけん,keisatsuken',politsiya iti,,警察犬の大切さを改めて実感しました。 (politsiya itining muhimligini yana bir bor his qildim.)
第4回 模擬テスト,進む,すすむ,susumu,ilgarilamoq,,毎日しっかりと進むように努力しています。 (Har kuni astoydil ilgarilamoqga intilaman.)
第4回 模擬テスト,選挙,せんきょ,senkyo,saylov,,選挙の大切さを改めて実感しました。 (saylovning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,野菜,やさい,yasai,sabzavot,,新鮮な野菜を美味しくいただきました。 (Yangi sabzavotni mazza qilib tanovul qildik.)
第4回 模擬テスト,長期,ちょうき,chouki,uzoq muddat,,長期の大切さを改めて実感しました。 (uzoq muddatning muhimligini yana bir bor his qildim.)
第4回 模擬テスト,食卓,しょくたく,shokutaku,dasturxon,,食卓の大切さを改めて実感しました。 (dasturxonning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,一致,いっち,itchi,mos kelish,,一致の大切さを改めて実感しました。 (mos kelishning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,以来,いらい,irai,...dan buyon,,以来の大切さを改めて実感しました。 (...dan buyonning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,全身,ぜんしん,zenshin',butun tana,,全身の大切さを改めて実感しました。 (butun tananing muhimligini yana bir bor his qildim.)
第５回 模擬テスト,初,はつ,hatsu,birinchi,,初の大切さを改めて実感しました。 (birinchining muhimligini yana bir bor his qildim.)
第５回 模擬テスト,医療,いりょう,iryou,tibbiyot,,医療の大切さを改めて実感しました。 (tibbiyotning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,取引先,とりひきさき,torihikisaki,hamkor kompaniya,,取引先の大切さを改めて実感しました。 (hamkor kompaniyaning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,向上,こうじょう,koujou,"yuksalish, o'sish",,向上の大切さを改めて実感しました。 (yuksalishning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,契約,けいやく,keiyaku,shartnoma,,契約の大切さを改めて実感しました。 (shartnomaning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,専門学校,せんもんがっこう,senmongakkou,kasb-hunar kolleji,,専門学校の大切さを改めて実感しました。 (kasb-hunar kollejining muhimligini yana bir bor his qildim.)
第５回 模擬テスト,延期,えんき,enki,kechiktirish,,延期の大切さを改めて実感しました。 (kechiktirishning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,弱点,じゃくてん,jakuten',zaif tomon,,弱点の大切さを改めて実感しました。 (zaif tomonning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,強引,ごういん,gouin',"zo'rlab, kuch ishlatib",,強引の大切さを改めて実感しました。 (zo'rlabning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,支える,ささえる,sasaeru,"qo'llab-quvvatlamoq, ushlamoq",,毎日しっかりと支えるように努力しています。 (Har kuni astoydil qo'llab-quvvatlamoqga intilaman.)
第５回 模擬テスト,有利,ゆうり,yuuri,"foydali, ustunlik beradigan",,有利の大切さを改めて実感しました。 (foydalining muhimligini yana bir bor his qildim.)
第５回 模擬テスト,有力,ゆうりょく,yuuryoku,"kuchli, nufuzli",,有力の大切さを改めて実感しました。 (kuchlining muhimligini yana bir bor his qildim.)
第５回 模擬テスト,期待,きたい,kitai,"umid, kutish",,期待の大切さを改めて実感しました。 (umidning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,期待通り,きたいどおり,kitaidoori,kutganidek,,期待通りの大切さを改めて実感しました。 (kutganidekning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,東京都,とうきょうと,toukyouto,Tokio metropoliyasi,,東京都の大切さを改めて実感しました。 (Tokio metropoliyasining muhimligini yana bir bor his qildim.)
第５回 模擬テスト,東洋医学,とうよういがく,touyouigaku,Sharq tabobati,,東洋医学の大切さを改めて実感しました。 (Sharq tabobatining muhimligini yana bir bor his qildim.)
第５回 模擬テスト,流れる,ながれる,nagareru,oqmoq,,毎日しっかりと流れるように努力しています。 (Har kuni astoydil oqmoqga intilaman.)
第５回 模擬テスト,登山,とうざん,touzan',toqqa chiqish,,登山の大切さを改めて実感しました。 (toqqa chiqishning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,目指す,めざす,mezasu,maqsad qilmoq,,毎日しっかりと目指すように努力しています。 (Har kuni astoydil maqsad qilmoqga intilaman.)
第５回 模擬テスト,種目,しゅもく,shumoku,tur (mashg'ulot turi),,種目の大切さを改めて実感しました。 (turning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,立場,たちば,tachiba,"mavqe, pozitsiya",,立場の大切さを改めて実感しました。 (mavqening muhimligini yana bir bor his qildim.)
第５回 模擬テスト,精神的,せいしんてき,seishinteki,ruhiy,,精神的の大切さを改めて実感しました。 (ruhiyning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,経済事情,けいざいじじょう,keizaijijou,iqtisodiy vaziyat,,経済事情の大切さを改めて実感しました。 (iqtisodiy vaziyatning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,職場,しょくば,shokuba,ish joyi,,職場の場所を地図で調べました。 (ish joyining manzilini xaritadan qidirdim.)
第５回 模擬テスト,講座,こうざ,kouza,"kurs, ma'ruzalar",,講座の大切さを改めて実感しました。 (kursning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,身体的,しんたいてき,shintaiteki,jismoniy,,身体的の大切さを改めて実感しました。 (jismoniyning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,進む,すすむ,susumu,ilgarilamoq,,毎日しっかりと進むように努力しています。 (Har kuni astoydil ilgarilamoqga intilaman.)
第５回 模擬テスト,進路,しんろ,shinro,"yo'l, kelajak yo'nalishi",,進路の大切さを改めて実感しました。 (yo'lning muhimligini yana bir bor his qildim.)
第５回 模擬テスト,重なる,かさなる,kasanaru,ustma-ust tushmoq,,毎日しっかりと重なるように努力しています。 (Har kuni astoydil ustma-ust tushmoqga intilaman.)
第7回 模擬テスト,人柄,ひとがら,hitogara,"xarakter, odamgarchilik",,人柄と親しく話をしました。 (xarakter bilan yaqindan suhbatlashdim.)
第7回 模擬テスト,経営状況,けいえいじょうきょう,keieijoukyou,biznes holati,,経営状況の大切さを改めて実感しました。 (biznes holatining muhimligini yana bir bor his qildim.)
第8回 模擬テスト,世の中,よのなか,yononaka,"dunyo, jamiyat",,世の中の大切さを改めて実感しました。 (dunyoning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,世界記録,せかいきろく,sekaikiroku,jahon rekordi,,世界記録の大切さを改めて実感しました。 (jahon rekordining muhimligini yana bir bor his qildim.)
第8回 模擬テスト,人物,じんぶつ,jinbutsu,"shaxs, odam",,人物と親しく話をしました。 (shaxs bilan yaqindan suhbatlashdim.)
第8回 模擬テスト,利益,りえき,rieki,foyda,,利益の大切さを改めて実感しました。 (foydaning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,印象,いんしょう,inshou,taassurot,,印象の大切さを改めて実感しました。 (taassurotning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,商品,しょうひん,shouhin',"mahsulot, tovar",,商品の大切さを改めて実感しました。 (mahsulotning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,商品券,しょうひんけん,shouhinken',sovg'a taloni,,商品券の大切さを改めて実感しました。 (sovg'a talonining muhimligini yana bir bor his qildim.)
第8回 模擬テスト,夜中,よなか,yonaka,yarim tun,,夜中の大切さを改めて実感しました。 (yarim tunning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,夢中,むちゅう,muchuu,berilib ketgan,,夢中の大切さを改めて実感しました。 (berilib ketganning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,後輩,こうはい,kouhai,kichik hamkasb,,後輩の大切さを改めて実感しました。 (kichik hamkasbning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,得る,える,eru,"olmoq, erishmoq",,毎日しっかりと得るように努力しています。 (Har kuni astoydil olmoqga intilaman.)
第8回 模擬テスト,恥,はじ,haji,"uyat, uyatli hol",,恥の大切さを改めて実感しました。 (uyatning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,意欲,いよく,iyoku,"g'ayrat, ishtiyoq",,意欲の大切さを改めて実感しました。 (g'ayratning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,我が社,わがしゃ,wagasha,bizning kompaniya,,我が社の大切さを改めて実感しました。 (bizning kompaniyaning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,散歩中,さんぽちゅう,sanpochuu,sayr paytida,,散歩中の大切さを改めて実感しました。 (sayr paytidaning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,新商品,しんしょうひん,shinshouhin',yangi mahsulot,,新商品の大切さを改めて実感しました。 (yangi mahsulotning muhimligini yana bir bor his qildim.)
